,text,title,observer,event,year
317," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the Pan-STARRS Survey for Transients (Chambers et al. 2016 2016arXiv161205560C), the ATLAS survey (Smith et al. 2020 2020arXiv200309052S), the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S), the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014 2014ApJ...788...48S), and by the ESA Gaia Photometric Science Alerts Team DPAC.
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2020 Novermber 8, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H) and Superfit (Howell et al. 2005 2005ApJ...634.1190H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2020
318," We report Gaia observations of transient AT2021aeba (Fulton et al., AstroNote 2021-291; Chen et al., AstroNote 2021-292). The source GaiaX21-118194 is located at RA=08:08:45.18, Dec=18:42:06.13 and was detected on 2021-09-07T20:53:21 at G=20.31+/-0.02 mag by the single field-of-view detector in the test phase (1-FoV detector, see description in Kostrzewa-Rutkowska Z., et al., 2020, http://gsaweb.ast.cam.ac.uk/alerts/gaiaxtest/).
Acknowledgements: This work has made use of data from the European Space Agency (ESA) mission Gaia (https://www.cosmos.esa.int/gaia), processed by the Gaia Data Processing and Analysis Consortium (DPAC, https://www.cosmos.esa.int/web/gaia/dpac/consortium). Funding for the DPAC has been provided by national institutions, in particular the institutions participating in the Gaia Multilateral Agreement.
 

", Gaia detection of AT2021aeba,ZTF,,2021
319," The adH0cc programme for an ""accurate determination of H0 with core-collapse supernovae"" reports the classification of the optical transient SN 2021pz. The target was supplied by the Zwicky Transient Facility ZTF (Kulkarni 2018, 2018ATel11266....1K). The observations were performed on the night of 2021 January 12 with the ESO Very Large Telescope UT1, equipped with the FORS2 spectrograph and grism 300V, covering a wavelength range from 3400 to 9600 Å at a resolution of 10 Å.

", adH0cc spectroscopic classification of SN 2021pz,ZTF,,2021
320," Ron Arbour reports the discovery on 2019-03-24.8987 of an object virtually concident with SN 2010ct. The object was originally discovered on 2010-03-15.0 by LOSS and classified as a Type II SN. The object is approximately 18.0 V mag. has offsets from the host galaxy, NGC 3362, of 28.3"" W  15.8."" N.
 

", Possible LBV Eruption at the Site of SN 2010ct,ZTF,,2019
321," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015; 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the Pan-STARRS Survey for Transients (Chambers et al. 2016; 2016arXiv161205560C), the ATLAS survey (Smith et al. 2020; 2020arXiv200309052S), the Zwicky Transient Facility ZTF (Bellm et al. 2019; 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019; 2019RNAAS...3a..26S) and by the ALeRCE broker (Forster et al. 2020; https://arxiv.org/abs/2008.03303), the ESA Gaia Photometric Science Alerts Team DPAC and by the Brazilian Transient Search team.
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2021 April 16, using EFOSC2 and Grism 13 (3985-9315Å, 18Å resolution). Classifications were done using SNID (Blondin & Tonry 2007; 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008; 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2021
322," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy WISEA J152427.80+160600.0. We discovered ATLAS21bjjs (AT2021aaac) on MJD 59487.22 == 2021-09-30.22, at m_o = 18.30 +/- 0.15. There was no detection by ATLAS on MJD 59483.24 == 2021-09-26.24. ATLAS21bjjs is offset by 0.7 arcsec north, 4.5 arcsec west from its likely host galaxy WISEA J152427.80+160600.0, which is at z = 0.023 or d = 99 Mpc (from NED), implying an absolute magnitude of M = -16.7 (assuming m-M = 34.98 and A_r = 0.08 and A_i = 0.06). A finder and forced photometry plot are attached, followup observations are encouraged.  
The Asteroid Terrestrial-impact Last Alert System (ATLAS) project is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area. This work was partially funded by Kepler/K2 grant J1944/80NSSC19K0112 and HST GO-15889, and STFC grants ST/T000198/1 and ST/S006109/1. The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, the Space Telescope Science Institute, the South African Astronomical Observatory, and The Millennium Institute of Astrophysics (MAS), Chile. 

", ATLAS21bjjs (AT2021aaac): discovery of a candidate supernova in WISEA J152427.80+160600.0 (99 Mpc),ATLAS,,2021
323," YSE, the Young Supernova Experiment  (ATEL #13330), reports the following supernova classifications. 
Targets were supplied by the  Young Supernova Experiment and by ALeRCE using the public ZTF stream. Target was also reported in the Transient Name Server (TNS). 
Observations were performed on the Nordic Optical Telescope (NOT) on La Palma on the night of 25/06/2020, using ALFOSC and Grism 4 (3200-9600A, 16A resolution). Classifications were done using astroDASH (Muthukrishna et al. 2019 2019arXiv190302557M), SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and Superfit (Howell et al. 2005 2005ApJ...634.1190H).
We report our classifications below.

", Young Supernova Experiment classifications,ZTF,,2020
324," The Recommender Engine For Intelligent Transient Tracking (REFITT) collaboration reports the following 5 classifications from SOAR AEON observations with the Goodman Spectrograph (Clemens et al. 2004). Targets were selected from the Zwicky Transient Facility (ZTF; Bellm et al. 2019) processed through the Antares data broker (Narayan et al. 2018). Classifications, and the associated redshifts, were made using SNID (Blondin and Tonry 2007) and DASH (Muthukrishna et al. 2019), unless otherwise noted.
 

", REFITT classifications of optical transients using SOAR,ZTF,,2020
325," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the Pan-STARRS Survey for Transients (Chambers et al. 2016 2016arXiv161205560C), the ATLAS survey (Smith et al. 2020 2020arXiv200309052S), the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S), the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014 2014ApJ...788...48S), and by the ESA Gaia Photometric Science Alerts Team DPAC.
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2020 November 14, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2020
326," ePESSTO+, the advanced Public ESO Spectroscopic Survey for Transient Objects (Smartt et al. 2015 2015A&A...579A..40S), reports the following supernova classifications.
Targets were supplied by the ATLAS survey (Smith et al. 2020 2020arXiv200309052S) and the Zwicky Transient Facility ZTF (Bellm et al. 2019 2019PASP..131a8002B) - data stream processed through the Lasair broker (Smith, Williams, Young et al. 2019 2019RNAAS...3a..26S) and by the ALeRCE broker (Forster et al. 2020 https://arxiv.org/abs/2008.03303).
Observations were performed on the ESO New Technology Telescope (NTT) at La Silla on the night of 2021 Feb. 11, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done using SNID (Blondin & Tonry 2007 2007ApJ...666.1024B) and GELATO (Harutyunyan et al. 2008 2008A&A...488..383H).
The classification spectra and additional details can be obtained from http://www.pessto.org (via WISeREP) and the IAU Transient Name Server.
The classified objects are listed in the Related Objects table below.

", ePESSTO+ spectroscopic classification of optical transients,PESSTO,,2021
327," ATLAS is a twin 0.5m telescope system on Haleakala and Mauna Loa which is robotically surveying the sky above declination -40 with a cadence of 2 days (Tonry et al. 2018, PASP,130:064505). Two filters are used, cyan and orange (denoted c and o; all mags quoted are in the AB system). While carrying out the primary mission for Near Earth Objects, we search for and publicly report stationary transients to the IAU Transient Name Server.  Data processing is carried out at Queen's University which combines automated source parameter filtering, machine learning image recognition, and spatial cross-matching with astronomical catalogues (Smith et al. 2020, PASP, 132:085002). More information is on the ATLAS homepage. We are submitting AstroNotes for transients that are either within 100 Mpc, or have some other interesting feature to bring to the community's attention, such as bright nuclear transients, slowly rising or rapidly fading objects.
We report a new transient source, most likely a supernova in the galaxy MCG -02-51-008. We discovered ATLAS21iap (AT2021fpm) on MJD 59288.63 == 2021-03-15.63, at m_o = 16.69 +/- 0.04. The transient has emerged from solar conjunction, so there are no meaningful non-detections. ATLAS21iap is offset by 8.8 arcsec north, 7.4 arcsec east from MCG -02-51-008, which is at z = 0.019 or d = 81 Mpc (from NED), implying an absolute magnitude of M = -18.01 (assuming m-M = 34.54 and A_r = 0.19 and A_i = 0.14). Followup observations are encouraged.
The Asteroid Terrestrial-impact Last Alert System (ATLAS) project is primarily funded to search for near earth asteroids through NASA grants NN12AR55G, 80NSSC18K0284, and 80NSSC18K1575; byproducts of the NEO search include images and catalogs from the survey area. This work was partially funded by Kepler/K2 grant J1944/80NSSC19K0112 and HST GO-15889, and STFC grants ST/T000198/1 and ST/S006109/1. The ATLAS science products have been made possible through the contributions of the University of Hawaii Institute for Astronomy, the Queen's University Belfast, the Space Telescope Science Institute, the South African Astronomical Observatory, and The Millennium Institute of Astrophysics (MAS), Chile. 

", ATLAS21iap (AT2021fpm): discovery of a candidate SN in MCG -02-51-008 (81 Mpc),ATLAS,,2021
